Year,Product,Element,Value_Sum,Value_Mean,Nb_Observations,Data_Source,Precip_Total_mm,Temp_Mean_C,Humidity_Pct,Wind_Speed_ms,Solar_Radiation,Precip_Autumn_mm,Precip_Winter_mm,Precip_Spring_mm,Dry_Year,Winter_Spring_Deficit,Thermal_Amplitude,Spring_Rain_Ratio,Crop_Type,Crop_Type_FR,Value_Mean_Log,Crop_Type_Code,Superficie_ha
1983,Autres graines oleagineuses n.a.c.,Rendement,1212.1,1212.1,1,FAOSTAT,335.948,13.747,56.822,2.978,17.182,84.821,182.463,68.664,0,113.8,12.87,0.204,Cereal,Céréales,7.100934345776873,0,33.0
1984,Autres graines oleagineuses n.a.c.,Rendement,1212.1,1212.1,1,FAOSTAT,367.519,13.985,58.558,3.095,17.182,79.601,83.384,204.534,0,-121.15,12.72,0.557,Cereal,Céréales,7.100934345776873,0,33.0
1985,Autres graines oleagineuses n.a.c.,Rendement,1200.0,1200.0,1,FAOSTAT,328.31,13.611,56.855,3.299,15.682,88.994,145.528,93.789,0,51.74,13.36,0.286,Cereal,Céréales,7.0909098220799835,0,50.0
1986,Autres graines oleagineuses n.a.c.,Rendement,1200.0,1200.0,1,FAOSTAT,351.471,13.912,59.261,3.149,15.682,62.597,161.253,127.622,0,33.63,12.66,0.363,Cereal,Céréales,7.0909098220799835,0,50.0
1987,Autres graines oleagineuses n.a.c.,Rendement,1212.1,1212.1,1,FAOSTAT,470.52,14.563,58.323,2.954,15.728,95.97,350.943,23.607,0,327.34,12.85,0.05,Cereal,Céréales,7.100934345776873,0,66.0
1988,Autres graines oleagineuses n.a.c.,Rendement,1181.8,1181.8,1,FAOSTAT,478.059,13.683,65.044,2.966,15.51,144.463,239.782,93.813,0,145.97,12.22,0.196,Cereal,Céréales,7.075639787978322,0,110.0
1989,Autres graines oleagineuses n.a.c.,Rendement,1217.4,1217.4,1,FAOSTAT,444.21,13.61,59.878,3.134,15.625,130.917,115.224,198.069,0,-82.84,12.59,0.446,Cereal,Céréales,7.105293801580952,0,115.0
1990,Autres graines oleagineuses n.a.c.,Rendement,1200.0,1200.0,1,FAOSTAT,465.068,14.894,61.188,3.143,15.895,134.837,147.705,182.525,0,-34.82,12.63,0.392,Cereal,Céréales,7.0909098220799835,0,125.0
1991,Autres graines oleagineuses n.a.c.,Rendement,1209.9,1209.9,1,FAOSTAT,525.095,13.019,64.038,3.058,15.698,68.97,242.105,214.02,0,28.08,12.07,0.408,Cereal,Céréales,7.099119163760321,0,120.0
1992,Autres graines oleagineuses n.a.c.,Rendement,1215.9,1215.9,1,FAOSTAT,309.64,13.878,55.644,3.152,16.288,47.208,75.681,186.751,0,-111.07,12.93,0.603,Cereal,Céréales,7.104061920342755,0,121.0
1993,Autres graines oleagineuses n.a.c.,Rendement,1222.1,1222.1,1,FAOSTAT,294.01,13.164,56.937,3.038,15.938,65.266,88.21,140.534,0,-52.32,13.1,0.478,Cereal,Céréales,7.1091438984933175,0,121.0
1994,Autres graines oleagineuses n.a.c.,Rendement,1228.6,1228.6,1,FAOSTAT,430.16,13.115,64.114,3.035,15.91,169.137,202.088,58.934,0,143.15,12.45,0.137,Cereal,Céréales,7.114444192224386,0,122.0
1995,Autres graines oleagineuses n.a.c.,Rendement,1235.4,1235.4,1,FAOSTAT,297.243,14.953,55.296,2.907,16.603,78.6,51.162,167.482,0,-116.32,13.44,0.563,Cereal,Céréales,7.119959210257961,0,122.0
1996,Autres graines oleagineuses n.a.c.,Rendement,1242.6,1242.6,1,FAOSTAT,669.184,14.255,64.967,3.245,15.087,62.522,388.663,218.0,0,170.66,11.57,0.326,Cereal,Céréales,7.125765678184599,0,122.0
1997,Autres graines oleagineuses n.a.c.,Rendement,1250.2,1250.2,1,FAOSTAT,587.881,14.616,61.819,3.128,16.752,51.87,340.956,195.055,0,145.9,12.33,0.332,Cereal,Céréales,7.131858369791047,0,120.0
1998,Autres graines oleagineuses n.a.c.,Rendement,1258.5,1258.5,1,FAOSTAT,432.473,14.624,62.534,3.167,16.692,123.931,235.301,73.241,0,162.06,12.49,0.169,Cereal,Céréales,7.138470095792665,0,119.0
1999,Autres graines oleagineuses n.a.c.,Rendement,1267.4,1267.4,1,FAOSTAT,298.853,14.335,54.214,3.03,17.566,11.988,216.853,70.012,0,146.84,13.58,0.234,Cereal,Céréales,7.145511542664193,0,139.0
2000,Autres graines oleagineuses n.a.c.,Rendement,1197.6,1197.6,1,FAOSTAT,312.059,14.384,57.312,3.083,16.639,132.316,72.534,107.21,0,-34.68,13.47,0.344,Cereal,Céréales,7.088909488024084,0,167.0
2001,Autres graines oleagineuses n.a.c.,Rendement,1299.4,1299.4,1,FAOSTAT,402.375,14.253,59.044,3.271,17.153,132.916,226.313,43.146,0,183.17,13.26,0.107,Cereal,Céréales,7.17042718842975,0,162.0
2002,Autres graines oleagineuses n.a.c.,Rendement,1322.5,1322.5,1,FAOSTAT,359.598,15.299,54.643,3.134,16.442,32.687,106.968,219.943,0,-112.98,13.21,0.612,Cereal,Céréales,7.188035021667156,0,168.0
2003,Autres graines oleagineuses n.a.c.,Rendement,1346.2,1346.2,1,FAOSTAT,484.168,14.717,61.203,3.134,16.604,196.974,161.894,125.3,0,36.59,12.7,0.259,Cereal,Céréales,7.205783643488062,0,173.0
2004,Autres graines oleagineuses n.a.c.,Rendement,1370.6,1370.6,1,FAOSTAT,485.95,13.705,63.601,3.144,15.871,176.432,150.206,159.312,0,-9.11,12.2,0.328,Cereal,Céréales,7.223733220588765,0,177.0
2005,Autres graines oleagineuses n.a.c.,Rendement,1395.7,1395.7,1,FAOSTAT,279.647,14.236,55.632,3.05,16.933,114.27,127.511,37.866,0,89.64,13.29,0.135,Cereal,Céréales,7.241867590311726,0,181.0
2006,Autres graines oleagineuses n.a.c.,Rendement,1421.0,1421.0,1,FAOSTAT,523.426,13.97,63.38,3.023,16.026,118.993,289.148,115.285,0,173.86,12.27,0.22,Cereal,Céréales,7.259819610363186,0,185.0
2007,Autres graines oleagineuses n.a.c.,Rendement,1446.4,1446.4,1,FAOSTAT,350.741,14.235,55.844,3.001,16.766,65.757,117.765,167.219,0,-49.45,13.09,0.477,Cereal,Céréales,7.277524122432028,0,188.0
2008,Autres graines oleagineuses n.a.c.,Rendement,1471.8,1471.8,1,FAOSTAT,347.611,14.552,56.06,3.14,17.094,120.62,163.261,63.73,0,99.53,13.08,0.183,Cereal,Céréales,7.2949206299188685,0,193.0
2009,Autres graines oleagineuses n.a.c.,Rendement,1497.0,1497.0,1,FAOSTAT,727.062,12.624,69.383,3.218,16.169,243.041,369.3,114.721,0,254.58,11.5,0.158,Cereal,Céréales,7.311886164077165,0,197.0
2010,Autres graines oleagineuses n.a.c.,Rendement,1522.0,1522.0,1,FAOSTAT,729.237,15.204,63.091,3.416,16.153,43.465,499.208,186.564,0,312.64,12.01,0.256,Cereal,Céréales,7.328437352895162,0,202.0
2011,Autres graines oleagineuses n.a.c.,Rendement,1600.0,1600.0,1,FAOSTAT,707.072,14.302,63.12,3.264,16.107,215.29,218.061,273.722,0,-55.66,12.15,0.387,Cereal,Céréales,7.3783837129967145,0,200.0
2012,Autres graines oleagineuses n.a.c.,Rendement,1622.2,1622.2,1,FAOSTAT,422.721,13.652,57.047,3.014,17.323,229.876,63.239,129.606,0,-66.37,12.92,0.307,Cereal,Céréales,7.392154788511605,0,225.0
2013,Autres graines oleagineuses n.a.c.,Rendement,1608.7,1608.7,1,FAOSTAT,656.219,13.618,64.528,3.26,16.664,260.937,160.552,234.73,0,-74.18,12.08,0.358,Cereal,Céréales,7.383803105212184,0,230.0
2014,Autres graines oleagineuses n.a.c.,Rendement,1616.0,1616.0,1,FAOSTAT,384.946,14.547,58.669,3.048,17.277,84.595,205.666,94.686,0,110.98,13.07,0.246,Cereal,Céréales,7.388327859577107,0,236.0
2015,Autres graines oleagineuses n.a.c.,Rendement,1632.3,1632.3,1,FAOSTAT,544.868,14.304,64.026,3.075,16.579,227.826,198.655,118.386,0,80.27,12.1,0.217,Cereal,Céréales,7.398357787059093,0,236.0
2016,Autres graines oleagineuses n.a.c.,Rendement,1650.9,1650.9,1,FAOSTAT,276.207,14.77,54.681,2.971,17.142,39.372,105.446,131.389,0,-25.94,13.22,0.476,Cereal,Céréales,7.409681419561095,0,237.0
2017,Autres graines oleagineuses n.a.c.,Rendement,1668.2,1668.2,1,FAOSTAT,403.714,14.986,58.903,3.049,16.924,133.993,220.414,49.308,0,171.11,12.93,0.122,Cereal,Céréales,7.420099748717398,0,239.0
2018,Autres graines oleagineuses n.a.c.,Rendement,1683.0,1683.0,1,FAOSTAT,572.487,13.699,58.535,3.159,16.316,52.145,214.158,306.184,0,-92.03,12.42,0.535,Cereal,Céréales,7.428927194802272,0,243.0
2019,Autres graines oleagineuses n.a.c.,Rendement,1702.2,1702.2,1,FAOSTAT,415.283,14.646,57.972,2.972,17.477,237.556,69.52,108.207,0,-38.69,13.05,0.261,Cereal,Céréales,7.4402641135792695,0,246.0
2020,Autres graines oleagineuses n.a.c.,Rendement,1634.9,1634.9,1,FAOSTAT,422.473,15.222,56.525,2.988,17.107,76.263,87.204,259.006,0,-171.8,12.99,0.613,Cereal,Céréales,7.399948390600126,0,250.0
2021,Autres graines oleagineuses n.a.c.,Rendement,1673.1,1673.1,1,FAOSTAT,430.817,14.907,61.164,3.06,16.728,61.768,269.251,99.798,0,169.45,12.64,0.232,Cereal,Céréales,7.423030986421739,0,246.0
2022,Autres graines oleagineuses n.a.c.,Rendement,1669.9,1669.9,1,FAOSTAT,293.586,15.326,54.044,3.099,17.139,44.463,68.471,180.652,0,-112.18,13.42,0.615,Cereal,Céréales,7.421117682400098,0,247.0
2023,Autres graines oleagineuses n.a.c.,Rendement,1659.2,1659.2,1,FAOSTAT,265.903,16.624,51.763,3.099,17.048,40.35,169.051,56.503,0,112.55,13.43,0.212,Cereal,Céréales,7.414693356020935,0,248.0
2024,Autres graines oleagineuses n.a.c.,Rendement,1667.4,1667.4,1,FAOSTAT,249.722,16.773,48.494,3.22,17.259,52.395,89.958,107.368,0,-17.41,13.87,0.43,Cereal,Céréales,7.4196203623227905,0,247.0
1981,Autres haricots frais,Rendement,2830.2,2830.2,1,FAOSTAT,207.85,13.526,62.806,3.144,16.932,0.0,89.841,118.009,0,-28.17,12.24,0.568,Vegetable,Légumes,7.948455929031254,5,5300.0
1982,Autres haricots frais,Rendement,2963.0,2963.0,1,FAOSTAT,639.55,15.014,63.718,3.143,16.932,18.049,334.813,286.688,0,48.12,11.12,0.448,Vegetable,Légumes,7.994294986415977,5,5400.0
1983,Autres haricots frais,Rendement,3153.8,3153.8,1,FAOSTAT,395.584,13.932,63.178,3.134,16.932,98.726,214.64,82.218,0,132.42,11.42,0.208,Vegetable,Légumes,8.056680381523837,5,5200.0
1984,Autres haricots frais,Rendement,3461.5,3461.5,1,FAOSTAT,429.671,14.316,64.048,3.278,16.932,92.507,106.051,231.113,0,-125.06,11.3,0.538,Vegetable,Légumes,8.149746150495593,5,5200.0
1985,Autres haricots frais,Rendement,5250.0,5250.0,1,FAOSTAT,345.157,14.003,61.169,3.509,15.503,100.778,142.245,102.134,0,40.11,12.09,0.296,Vegetable,Légumes,8.566173813637858,5,4000.0
1986,Autres haricots frais,Rendement,6000.0,6000.0,1,FAOSTAT,398.702,14.194,64.362,3.331,15.407,65.846,190.182,142.674,0,47.51,11.27,0.358,Vegetable,Légumes,8.699681400989514,5,4000.0
1987,Autres haricots frais,Rendement,6348.8,6348.8,1,FAOSTAT,568.126,14.7,64.333,3.097,15.537,108.051,429.176,30.9,0,398.28,11.45,0.054,Vegetable,Légumes,8.756178595327734,5,4300.0
1988,Autres haricots frais,Rendement,6952.4,6952.4,1,FAOSTAT,519.946,14.001,69.14,3.161,15.244,164.498,254.066,101.382,0,152.68,10.8,0.195,Vegetable,Légumes,8.8469860275684,5,4200.0
1989,Autres haricots frais,Rendement,8587.0,8587.0,1,FAOSTAT,483.18,14.018,63.827,3.272,15.511,125.021,127.055,231.104,0,-104.05,11.43,0.478,Vegetable,Légumes,9.058121158998672,5,4600.0
1990,Autres haricots frais,Rendement,6982.5,6982.5,1,FAOSTAT,513.612,15.172,66.134,3.296,15.754,149.7,165.82,198.091,0,-32.27,11.29,0.386,Vegetable,Légumes,8.851305502745825,5,4682.0
1991,Autres haricots frais,Rendement,5706.1,5706.1,1,FAOSTAT,587.938,13.392,68.14,3.21,15.454,86.429,261.842,239.666,0,22.18,10.75,0.408,Vegetable,Légumes,8.649466292724178,5,4052.0
1992,Autres haricots frais,Rendement,5576.9,5576.9,1,FAOSTAT,350.537,14.182,60.924,3.253,16.086,62.519,77.242,210.776,0,-133.53,11.65,0.601,Vegetable,Légumes,8.626567640454127,5,4417.0
1993,Autres haricots frais,Rendement,5939.3,5939.3,1,FAOSTAT,325.934,13.528,61.792,3.161,15.765,75.593,84.392,165.948,0,-81.56,11.78,0.509,Vegetable,Légumes,8.68951491613186,5,4200.0
1994,Autres haricots frais,Rendement,6949.0,6949.0,1,FAOSTAT,465.895,13.497,67.75,3.25,15.68,180.194,227.509,58.192,0,169.32,11.25,0.125,Vegetable,Légumes,8.846496938558838,5,2727.0
1995,Autres haricots frais,Rendement,7017.4,7017.4,1,FAOSTAT,280.562,15.209,60.265,3.054,16.412,79.194,54.428,146.939,0,-92.51,12.23,0.524,Vegetable,Légumes,8.856290550814174,5,1668.0
1996,Autres haricots frais,Rendement,7630.0,7630.0,1,FAOSTAT,758.554,14.649,68.626,3.49,14.854,75.678,436.804,246.071,0,190.73,10.29,0.324,Vegetable,Légumes,8.939974177289633,5,2346.0
1997,Autres haricots frais,Rendement,7733.3,7733.3,1,FAOSTAT,667.946,14.927,66.489,3.337,16.399,53.72,417.781,196.445,0,221.34,11.13,0.294,Vegetable,Légumes,8.953420261174443,5,3000.0
1998,Autres haricots frais,Rendement,7339.4,7339.4,1,FAOSTAT,486.589,14.962,67.535,3.326,16.142,146.206,260.228,80.156,0,180.07,11.13,0.165,Vegetable,Légumes,8.901148616036519,5,2755.0
1999,Autres haricots frais,Rendement,11878.8,11878.8,1,FAOSTAT,315.518,14.534,59.866,3.176,17.201,13.4,236.68,65.438,0,171.24,12.26,0.207,Vegetable,Légumes,9.38259475775809,5,2640.0
2000,Autres haricots frais,Rendement,15976.1,15976.1,1,FAOSTAT,336.904,14.718,62.204,3.202,16.39,141.592,75.59,119.721,0,-44.13,12.15,0.355,Vegetable,Légumes,9.678911726005293,5,2090.0
2001,Autres haricots frais,Rendement,16195.4,16195.4,1,FAOSTAT,476.283,14.421,65.39,3.409,16.509,153.741,271.486,51.056,0,220.43,11.62,0.107,Vegetable,Légumes,9.692544274303236,5,2815.0
2002,Autres haricots frais,Rendement,17387.8,17387.8,1,FAOSTAT,414.682,15.467,60.553,3.274,16.087,35.69,135.279,243.712,0,-108.43,11.8,0.588,Vegetable,Légumes,9.763581599791975,5,3675.0
2003,Autres haricots frais,Rendement,16532.3,16532.3,1,FAOSTAT,569.938,14.854,66.989,3.327,16.073,252.55,190.353,127.035,0,63.32,11.18,0.223,Vegetable,Légumes,9.713131807913845,5,4960.0
2004,Autres haricots frais,Rendement,22109.8,22109.8,1,FAOSTAT,574.92,14.009,68.783,3.316,15.305,210.288,180.02,184.611,0,-4.59,10.71,0.321,Vegetable,Légumes,10.003821455919663,5,5830.0
2005,Autres haricots frais,Rendement,21364.7,21364.7,1,FAOSTAT,320.338,14.445,61.034,3.13,16.523,139.125,139.433,41.78,0,97.65,11.87,0.13,Vegetable,Légumes,9.969542111407538,5,6628.0
2006,Autres haricots frais,Rendement,23301.2,23301.2,1,FAOSTAT,591.048,14.188,68.03,3.16,15.534,139.022,326.423,125.602,0,200.82,10.84,0.213,Vegetable,Légumes,10.056303055697306,5,12150.0
2007,Autres haricots frais,Rendement,21666.9,21666.9,1,FAOSTAT,376.965,14.52,61.142,3.128,16.288,73.014,126.552,177.4,0,-50.85,11.77,0.471,Vegetable,Légumes,9.98358718166653,5,8630.0
2008,Autres haricots frais,Rendement,22380.8,22380.8,1,FAOSTAT,388.915,14.768,61.716,3.216,16.642,129.969,181.344,77.602,0,103.74,11.72,0.2,Vegetable,Légumes,10.016003407586105,5,8140.0
2009,Autres haricots frais,Rendement,10926.0,10926.0,1,FAOSTAT,792.893,13.068,72.971,3.394,15.61,278.477,392.396,122.02,0,270.38,10.11,0.154,Vegetable,Légumes,9.298992069570746,5,4849.0
2010,Autres haricots frais,Rendement,24105.3,24105.3,1,FAOSTAT,837.203,15.357,68.603,3.649,15.521,55.78,565.415,216.009,0,349.41,10.47,0.258,Vegetable,Légumes,10.090228496105281,5,8375.0
2011,Autres haricots frais,Rendement,20008.6,20008.6,1,FAOSTAT,819.836,14.552,68.435,3.41,15.686,286.134,249.177,284.525,0,-35.35,10.77,0.347,Vegetable,Légumes,9.903967437372978,5,6028.0
2012,Autres haricots frais,Rendement,23675.7,23675.7,1,FAOSTAT,472.634,13.888,62.874,3.145,16.943,263.14,67.301,142.193,0,-74.89,11.59,0.301,Vegetable,Légumes,10.07224672117859,5,5649.0
2013,Autres haricots frais,Rendement,22400.8,22400.8,1,FAOSTAT,751.847,13.848,70.056,3.47,15.955,308.228,181.024,262.594,0,-81.57,10.5,0.349,Vegetable,Légumes,10.016896591757526,5,6995.0
2014,Autres haricots frais,Rendement,22215.9,22215.9,1,FAOSTAT,411.708,14.76,63.826,3.218,16.752,95.501,218.52,97.686,0,120.83,11.69,0.237,Vegetable,Légumes,10.008608539509249,5,7733.0
2015,Autres haricots frais,Rendement,23018.8,23018.8,1,FAOSTAT,574.21,14.656,67.944,3.236,16.093,226.161,219.706,128.342,0,91.36,10.8,0.224,Vegetable,Légumes,10.044109994140825,5,7834.0
2016,Autres haricots frais,Rendement,22914.2,22914.2,1,FAOSTAT,322.52,15.034,60.59,3.12,16.545,52.394,121.514,148.612,0,-27.1,11.76,0.461,Vegetable,Légumes,10.03955572481262,5,8728.0
2017,Autres haricots frais,Rendement,22875.9,22875.9,1,FAOSTAT,456.671,15.194,63.822,3.184,16.444,149.992,251.342,55.337,0,196.0,11.59,0.121,Vegetable,Légumes,10.037882946803713,5,8743.0
2018,Autres haricots frais,Rendement,23092.9,23092.9,1,FAOSTAT,677.38,13.94,63.772,3.358,15.875,61.944,256.73,358.707,0,-101.98,11.04,0.53,Vegetable,Légumes,10.047323792373389,5,9094.0
2019,Autres haricots frais,Rendement,23315.1,23315.1,1,FAOSTAT,456.138,14.738,63.946,3.115,16.949,275.251,80.834,100.052,0,-19.22,11.63,0.219,Vegetable,Légumes,10.05689938805657,5,9115.0
2020,Autres haricots frais,Rendement,23097.7,23097.7,1,FAOSTAT,449.766,15.37,62.742,3.135,16.55,96.276,98.408,255.082,0,-156.67,11.64,0.567,Vegetable,Légumes,10.047531617869994,5,8984.0
2021,Autres haricots frais,Rendement,23169.0,23169.0,1,FAOSTAT,574.182,15.029,67.006,3.132,16.193,61.042,315.604,197.536,0,118.07,11.07,0.344,Vegetable,Légumes,10.050613617426421,5,9064.0
2022,Autres haricots frais,Rendement,23194.4,23194.4,1,FAOSTAT,301.098,15.558,60.052,3.178,16.638,52.745,66.528,181.824,0,-115.3,12.09,0.604,Vegetable,Légumes,10.051709262133075,5,9054.0
2023,Autres haricots frais,Rendement,23153.8,23153.8,1,FAOSTAT,297.516,16.78,58.288,3.218,16.645,35.675,199.638,62.204,0,137.43,12.09,0.209,Vegetable,Légumes,10.049957381434233,5,9034.0
2024,Autres haricots frais,Rendement,23172.4,23172.4,1,FAOSTAT,293.924,16.85,55.654,3.366,16.714,59.371,107.34,127.212,0,-19.87,12.46,0.433,Vegetable,Légumes,10.050760348136992,5,9051.0
1981,Bananes,Rendement,17500.0,17500.0,1,FAOSTAT,192.556,13.405,56.9,3.007,17.182,0.0,81.626,110.93,1,-29.3,13.64,0.576,Fruit,Fruits,9.770013301136158,2,160.0
1982,Bananes,Rendement,17777.8,17777.8,1,FAOSTAT,612.315,14.652,58.989,2.974,17.182,18.51,300.035,293.77,0,6.27,12.42,0.48,Fruit,Fruits,9.785762015226682,2,180.0
1983,Bananes,Rendement,18000.0,18000.0,1,FAOSTAT,335.948,13.747,56.822,2.978,17.182,84.821,182.463,68.664,0,113.8,12.87,0.204,Fruit,Fruits,9.798182590890704,2,200.0
1984,Bananes,Rendement,17391.3,17391.3,1,FAOSTAT,367.519,13.985,58.558,3.095,17.182,79.601,83.384,204.534,0,-121.15,12.72,0.557,Fruit,Fruits,9.763782858522251,2,230.0
1985,Bananes,Rendement,17500.0,17500.0,1,FAOSTAT,328.31,13.611,56.855,3.299,15.682,88.994,145.528,93.789,0,51.74,13.36,0.286,Fruit,Fruits,9.770013301136158,2,400.0
1986,Bananes,Rendement,18181.8,18181.8,1,FAOSTAT,351.471,13.912,59.261,3.149,15.682,62.597,161.253,127.622,0,33.63,12.66,0.363,Fruit,Fruits,9.808231371273855,2,550.0
1987,Bananes,Rendement,21625.0,21625.0,1,FAOSTAT,470.52,14.563,58.323,2.954,15.728,95.97,350.943,23.607,0,327.34,12.85,0.05,Fruit,Fruits,9.981651573505482,2,800.0
1988,Bananes,Rendement,25300.0,25300.0,1,FAOSTAT,478.059,13.683,65.044,2.966,15.51,144.463,239.782,93.813,0,145.97,12.22,0.196,Fruit,Fruits,10.138599199626192,2,1000.0
1989,Bananes,Rendement,28692.3,28692.3,1,FAOSTAT,444.21,13.61,59.878,3.134,15.625,130.917,115.224,198.069,0,-82.84,12.59,0.446,Fruit,Fruits,10.26441892501679,2,1300.0
1990,Bananes,Rendement,29941.2,29941.2,1,FAOSTAT,465.068,14.894,61.188,3.143,15.895,134.837,147.705,182.525,0,-34.82,12.63,0.392,Fruit,Fruits,10.307024135567996,2,1700.0
1991,Bananes,Rendement,28000.0,28000.0,1,FAOSTAT,525.095,13.019,64.038,3.058,15.698,68.97,242.105,214.02,0,28.08,12.07,0.408,Fruit,Fruits,10.239995502805316,2,2200.0
1992,Bananes,Rendement,28076.9,28076.9,1,FAOSTAT,309.64,13.878,55.644,3.152,16.288,47.208,75.681,186.751,0,-111.07,12.93,0.603,Fruit,Fruits,10.242738069018325,2,2600.0
1993,Bananes,Rendement,32172.4,32172.4,1,FAOSTAT,294.01,13.164,56.937,3.038,15.938,65.266,88.21,140.534,0,-52.32,13.1,0.478,Fruit,Fruits,10.378895303178119,2,2900.0
1994,Bananes,Rendement,33333.3,33333.3,1,FAOSTAT,430.16,13.115,64.114,3.035,15.91,169.137,202.088,58.934,0,143.15,12.45,0.137,Fruit,Fruits,10.414342175881627,2,3000.0
1995,Bananes,Rendement,31034.5,31034.5,1,FAOSTAT,297.243,14.953,55.296,2.907,16.603,78.6,51.162,167.482,0,-116.32,13.44,0.563,Fruit,Fruits,10.342886989560572,2,2900.0
1996,Bananes,Rendement,31571.4,31571.4,1,FAOSTAT,669.184,14.255,64.967,3.245,15.087,62.522,388.663,218.0,0,170.66,11.57,0.326,Fruit,Fruits,10.360038600201984,2,2800.0
1997,Bananes,Rendement,33285.7,33285.7,1,FAOSTAT,587.881,14.616,61.819,3.128,16.752,51.87,340.956,195.055,0,145.9,12.33,0.332,Fruit,Fruits,10.412913196787953,2,2800.0
1998,Bananes,Rendement,31875.0,31875.0,1,FAOSTAT,432.473,14.624,62.534,3.167,16.692,123.931,235.301,73.241,0,162.06,12.49,0.169,Fruit,Fruits,10.36960865451764,2,3200.0
1999,Bananes,Rendement,32558.8,32558.8,1,FAOSTAT,298.853,14.335,54.214,3.03,17.566,11.988,216.853,70.012,0,146.84,13.58,0.234,Fruit,Fruits,10.390833677591468,2,3400.0
2000,Bananes,Rendement,30564.1,30564.1,1,FAOSTAT,312.059,14.384,57.312,3.083,16.639,132.316,72.534,107.21,0,-34.68,13.47,0.344,Fruit,Fruits,10.327614114173489,2,3900.0
2001,Bananes,Rendement,33809.5,33809.5,1,FAOSTAT,402.375,14.253,59.044,3.271,17.153,132.916,226.313,43.146,0,183.17,13.26,0.107,Fruit,Fruits,10.428526684116688,2,4200.0
2002,Bananes,Rendement,36308.7,36308.7,1,FAOSTAT,359.598,15.299,54.643,3.134,16.442,32.687,106.968,219.943,0,-112.98,13.21,0.612,Fruit,Fruits,10.499840202187524,2,4470.0
2003,Bananes,Rendement,35420.9,35420.9,1,FAOSTAT,484.168,14.717,61.203,3.134,16.604,196.974,161.894,125.3,0,36.59,12.7,0.259,Fruit,Fruits,10.475085551908307,2,4870.0
2004,Bananes,Rendement,36346.2,36346.2,1,FAOSTAT,485.95,13.705,63.601,3.144,15.871,176.432,150.206,159.312,0,-9.11,12.2,0.328,Fruit,Fruits,10.500872451108956,2,5200.0
2005,Bananes,Rendement,35849.1,35849.1,1,FAOSTAT,279.647,14.236,55.632,3.05,16.933,114.27,127.511,37.866,0,89.64,13.29,0.135,Fruit,Fruits,10.487101635424155,2,5300.0
2006,Bananes,Rendement,36642.6,36642.6,1,FAOSTAT,523.426,13.97,63.38,3.023,16.026,118.993,289.148,115.285,0,173.86,12.27,0.22,Fruit,Fruits,10.508994067236639,2,5540.0
2007,Bananes,Rendement,37391.5,37391.5,1,FAOSTAT,350.741,14.235,55.844,3.001,16.766,65.757,117.765,167.219,0,-49.45,13.09,0.477,Fruit,Fruits,10.529225428533481,2,5397.0
2008,Bananes,Rendement,37781.5,37781.5,1,FAOSTAT,347.611,14.552,56.06,3.14,17.094,120.62,163.261,63.73,0,99.53,13.08,0.183,Fruit,Fruits,10.539601311444276,2,5683.0
2009,Bananes,Rendement,39285.7,39285.7,1,FAOSTAT,727.062,12.624,69.383,3.218,16.169,243.041,369.3,114.721,0,254.58,11.5,0.158,Fruit,Fruits,10.578641318187714,2,5600.0
2010,Bananes,Rendement,41643.3,41643.3,1,FAOSTAT,729.237,15.204,63.091,3.416,16.153,43.465,499.208,186.564,0,312.64,12.01,0.256,Fruit,Fruits,10.636919783487627,2,6944.0
2011,Bananes,Rendement,44261.3,44261.3,1,FAOSTAT,707.072,14.302,63.12,3.264,16.107,215.29,218.061,273.722,0,-55.66,12.15,0.387,Fruit,Fruits,10.697888577912352,2,6265.0
2012,Bananes,Rendement,41168.2,41168.2,1,FAOSTAT,422.721,13.652,57.047,3.014,17.323,229.876,63.239,129.606,0,-66.37,12.92,0.307,Fruit,Fruits,10.625445682950184,2,5399.0
2013,Bananes,Rendement,32768.9,32768.9,1,FAOSTAT,656.219,13.618,64.528,3.26,16.664,260.937,160.552,234.73,0,-74.18,12.08,0.358,Fruit,Fruits,10.397265690116646,2,9257.0
2014,Bananes,Rendement,40798.0,40798.0,1,FAOSTAT,384.946,14.547,58.669,3.048,17.277,84.595,205.666,94.686,0,110.98,13.07,0.246,Fruit,Fruits,10.616412850287961,2,8394.0
2015,Bananes,Rendement,39748.1,39748.1,1,FAOSTAT,544.868,14.304,64.026,3.075,16.579,227.826,198.655,118.386,0,80.27,12.1,0.217,Fruit,Fruits,10.590342478316721,2,8427.0
