Year,Product,Element,Value_Sum,Value_Mean,Nb_Observations,Data_Source,Precip_Total_mm,Temp_Mean_C,Humidity_Pct,Wind_Speed_ms,Solar_Radiation,Precip_Autumn_mm,Precip_Winter_mm,Precip_Spring_mm,Dry_Year,Winter_Spring_Deficit,Thermal_Amplitude,Spring_Rain_Ratio,Crop_Type,Crop_Type_FR,Value_Mean_Log,Crop_Type_Code,Superficie_ha
1990,Graines de ricin,Rendement,909.1,909.1,1,FAOSTAT,465.068,14.894,61.188,3.143,15.895,134.837,147.705,182.525,0,-34.82,12.63,0.392,Cereal,Céréales,6.81355448358331,0,550.0
1991,Graines de ricin,Rendement,825.0,825.0,1,FAOSTAT,525.095,13.019,64.038,3.058,15.698,68.97,242.105,214.02,0,28.08,12.07,0.408,Cereal,Céréales,6.716594773520978,0,200.0
1992,Graines de ricin,Rendement,303.0,303.0,1,FAOSTAT,309.64,13.878,55.644,3.152,16.288,47.208,75.681,186.751,0,-111.07,12.93,0.603,Cereal,Céréales,5.717027701406222,0,330.0
1993,Graines de ricin,Rendement,557.8,557.8,1,FAOSTAT,294.01,13.164,56.937,3.038,15.938,65.266,88.21,140.534,0,-52.32,13.1,0.478,Cereal,Céréales,6.325791627382807,0,240.0
1994,Graines de ricin,Rendement,557.7,557.7,1,FAOSTAT,430.16,13.115,64.114,3.035,15.91,169.137,202.088,58.934,0,143.15,12.45,0.137,Cereal,Céréales,6.325612656465103,0,240.0
1995,Graines de ricin,Rendement,557.6,557.6,1,FAOSTAT,297.243,14.953,55.296,2.907,16.603,78.6,51.162,167.482,0,-116.32,13.44,0.563,Cereal,Céréales,6.325433653511077,0,200.0
1996,Graines de ricin,Rendement,557.5,557.5,1,FAOSTAT,669.184,14.255,64.967,3.245,15.087,62.522,388.663,218.0,0,170.66,11.57,0.326,Cereal,Céréales,6.3252546185092555,0,179.0
1997,Graines de ricin,Rendement,557.5,557.5,1,FAOSTAT,587.881,14.616,61.819,3.128,16.752,51.87,340.956,195.055,0,145.9,12.33,0.332,Cereal,Céréales,6.3252546185092555,0,179.0
1998,Graines de ricin,Rendement,557.4,557.4,1,FAOSTAT,432.473,14.624,62.534,3.167,16.692,123.931,235.301,73.241,0,162.06,12.49,0.169,Cereal,Céréales,6.325075551448163,0,179.0
1999,Graines de ricin,Rendement,557.3,557.3,1,FAOSTAT,298.853,14.335,54.214,3.03,17.566,11.988,216.853,70.012,0,146.84,13.58,0.234,Cereal,Céréales,6.324896452316315,0,179.0
2000,Graines de ricin,Rendement,557.2,557.2,1,FAOSTAT,312.059,14.384,57.312,3.083,16.639,132.316,72.534,107.21,0,-34.68,13.47,0.344,Cereal,Céréales,6.324717321102222,0,179.0
2001,Graines de ricin,Rendement,557.1,557.1,1,FAOSTAT,402.375,14.253,59.044,3.271,17.153,132.916,226.313,43.146,0,183.17,13.26,0.107,Cereal,Céréales,6.324538157794388,0,180.0
2002,Graines de ricin,Rendement,557.0,557.0,1,FAOSTAT,359.598,15.299,54.643,3.134,16.442,32.687,106.968,219.943,0,-112.98,13.21,0.612,Cereal,Céréales,6.324358962381311,0,180.0
2003,Graines de ricin,Rendement,556.9,556.9,1,FAOSTAT,484.168,14.717,61.203,3.134,16.604,196.974,161.894,125.3,0,36.59,12.7,0.259,Cereal,Céréales,6.324179734851483,0,180.0
2004,Graines de ricin,Rendement,558.3,558.3,1,FAOSTAT,485.95,13.705,63.601,3.144,15.871,176.432,150.206,159.312,0,-9.11,12.2,0.328,Cereal,Céréales,6.326686001827542,0,179.0
2005,Graines de ricin,Rendement,561.3,561.3,1,FAOSTAT,279.647,14.236,55.632,3.05,16.933,114.27,127.511,37.866,0,89.64,13.29,0.135,Cereal,Céréales,6.332035515298156,0,178.0
2006,Graines de ricin,Rendement,564.4,564.4,1,FAOSTAT,523.426,13.97,63.38,3.023,16.026,118.993,289.148,115.285,0,173.86,12.27,0.22,Cereal,Céréales,6.33753344525949,0,177.0
2007,Graines de ricin,Rendement,567.4,567.4,1,FAOSTAT,350.741,14.235,55.844,3.001,16.766,65.757,117.765,167.219,0,-49.45,13.09,0.477,Cereal,Céréales,6.3428253962229455,0,176.0
2008,Graines de ricin,Rendement,579.4,579.4,1,FAOSTAT,347.611,14.552,56.06,3.14,17.094,120.62,163.261,63.73,0,99.53,13.08,0.183,Cereal,Céréales,6.363717521010033,0,207.0
2009,Graines de ricin,Rendement,593.5,593.5,1,FAOSTAT,727.062,12.624,69.383,3.218,16.169,243.041,369.3,114.721,0,254.58,11.5,0.158,Cereal,Céréales,6.387720716130836,0,213.0
2010,Graines de ricin,Rendement,605.4,605.4,1,FAOSTAT,729.237,15.204,63.091,3.416,16.153,43.465,499.208,186.564,0,312.64,12.01,0.256,Cereal,Céréales,6.407539834328162,0,220.0
2011,Graines de ricin,Rendement,614.7,614.7,1,FAOSTAT,707.072,14.302,63.12,3.264,16.107,215.29,218.061,273.722,0,-55.66,12.15,0.387,Cereal,Céréales,6.422759831917165,0,225.0
2012,Graines de ricin,Rendement,607.1,607.1,1,FAOSTAT,422.721,13.652,57.047,3.014,17.323,229.876,63.239,129.606,0,-66.37,12.92,0.307,Cereal,Céréales,6.410339342126064,0,280.0
2013,Graines de ricin,Rendement,607.1,607.1,1,FAOSTAT,656.219,13.618,64.528,3.26,16.664,260.937,160.552,234.73,0,-74.18,12.08,0.358,Cereal,Céréales,6.410339342126064,0,280.0
2014,Graines de ricin,Rendement,598.1,598.1,1,FAOSTAT,384.946,14.547,58.669,3.048,17.277,84.595,205.666,94.686,0,110.98,13.07,0.246,Cereal,Céréales,6.395428529089879,0,258.0
2015,Graines de ricin,Rendement,598.4,598.4,1,FAOSTAT,544.868,14.304,64.026,3.075,16.579,227.826,198.655,118.386,0,80.27,12.1,0.217,Cereal,Céréales,6.3959291548825625,0,259.0
2016,Graines de ricin,Rendement,597.9,597.9,1,FAOSTAT,276.207,14.77,54.681,2.971,17.142,39.372,105.446,131.389,0,-25.94,13.22,0.476,Cereal,Céréales,6.395094639270416,0,260.0
2017,Graines de ricin,Rendement,597.0,597.0,1,FAOSTAT,403.714,14.986,58.903,3.049,16.924,133.993,220.414,49.308,0,171.11,12.93,0.122,Cereal,Céréales,6.393590753950631,0,267.0
2018,Graines de ricin,Rendement,597.8,597.8,1,FAOSTAT,572.487,13.699,58.535,3.159,16.316,52.145,214.158,306.184,0,-92.03,12.42,0.535,Cereal,Céréales,6.394927652545473,0,273.0
2019,Graines de ricin,Rendement,598.3,598.3,1,FAOSTAT,415.283,14.646,57.972,2.972,17.477,237.556,69.52,108.207,0,-38.69,13.05,0.261,Cereal,Céréales,6.39576230746414,0,278.0
2020,Graines de ricin,Rendement,598.3,598.3,1,FAOSTAT,422.473,15.222,56.525,2.988,17.107,76.263,87.204,259.006,0,-171.8,12.99,0.613,Cereal,Céréales,6.39576230746414,0,280.0
2021,Graines de ricin,Rendement,598.1,598.1,1,FAOSTAT,430.817,14.907,61.164,3.06,16.728,61.768,269.251,99.798,0,169.45,12.64,0.232,Cereal,Céréales,6.395428529089879,0,277.0
2022,Graines de ricin,Rendement,598.2,598.2,1,FAOSTAT,293.586,15.326,54.044,3.099,17.139,44.463,68.471,180.652,0,-112.18,13.42,0.615,Cereal,Céréales,6.3955954322030095,0,278.0
2023,Graines de ricin,Rendement,598.2,598.2,1,FAOSTAT,265.903,16.624,51.763,3.099,17.048,40.35,169.051,56.503,0,112.55,13.43,0.212,Cereal,Céréales,6.3955954322030095,0,278.0
2024,Graines de ricin,Rendement,598.2,598.2,1,FAOSTAT,249.722,16.773,48.494,3.22,17.259,52.395,89.958,107.368,0,-17.41,13.87,0.43,Cereal,Céréales,6.3955954322030095,0,278.0
1981,Graines de tournesol,Rendement,585.0,585.0,1,FAOSTAT,192.556,13.405,56.9,3.007,17.182,0.0,81.626,110.93,1,-29.3,13.64,0.576,Cereal,Céréales,6.373319789577012,0,14870.0
1982,Graines de tournesol,Rendement,479.3,479.3,1,FAOSTAT,612.315,14.652,58.989,2.974,17.182,18.51,300.035,293.77,0,6.27,12.42,0.48,Cereal,Céréales,6.174410908670779,0,12100.0
1983,Graines de tournesol,Rendement,804.1,804.1,1,FAOSTAT,335.948,13.747,56.822,2.978,17.182,84.821,182.463,68.664,0,113.8,12.87,0.204,Cereal,Céréales,6.690966493305935,0,19600.0
1984,Graines de tournesol,Rendement,648.5,648.5,1,FAOSTAT,367.519,13.985,58.558,3.095,17.182,79.601,83.384,204.534,0,-121.15,12.72,0.557,Cereal,Céréales,6.476202836110654,0,29300.0
1985,Graines de tournesol,Rendement,693.1,693.1,1,FAOSTAT,328.31,13.611,56.855,3.299,15.682,88.994,145.528,93.789,0,51.74,13.36,0.286,Cereal,Céréales,6.542616042345538,0,34700.0
1986,Graines de tournesol,Rendement,892.0,892.0,1,FAOSTAT,351.471,13.912,59.261,3.149,15.682,62.597,161.253,127.622,0,33.63,12.66,0.363,Cereal,Céréales,6.794586580876499,0,48500.0
1987,Graines de tournesol,Rendement,1170.6,1170.6,1,FAOSTAT,470.52,14.563,58.323,2.954,15.728,95.97,350.943,23.607,0,327.34,12.85,0.05,Cereal,Céréales,7.066125614953578,0,88500.0
1988,Graines de tournesol,Rendement,1418.8,1418.8,1,FAOSTAT,478.059,13.683,65.044,2.966,15.51,144.463,239.782,93.813,0,145.97,12.22,0.196,Cereal,Céréales,7.258271295605286,0,108200.0
1989,Graines de tournesol,Rendement,857.7,857.7,1,FAOSTAT,444.21,13.61,59.878,3.134,15.625,130.917,115.224,198.069,0,-82.84,12.59,0.446,Cereal,Céréales,6.755419617678439,0,112400.0
1990,Graines de tournesol,Rendement,995.0,995.0,1,FAOSTAT,465.068,14.894,61.188,3.143,15.895,134.837,147.705,182.525,0,-34.82,12.63,0.392,Cereal,Céréales,6.903747257584598,0,160800.0
1991,Graines de tournesol,Rendement,631.8,631.8,1,FAOSTAT,525.095,13.019,64.038,3.058,15.698,68.97,242.105,214.02,0,28.08,12.07,0.408,Cereal,Céréales,6.450154416453444,0,137700.0
1992,Graines de tournesol,Rendement,744.0,744.0,1,FAOSTAT,309.64,13.878,55.644,3.152,16.288,47.208,75.681,186.751,0,-111.07,12.93,0.603,Cereal,Céréales,6.61338421837956,0,196300.0
1993,Graines de tournesol,Rendement,193.9,193.9,1,FAOSTAT,294.01,13.164,56.937,3.038,15.938,65.266,88.21,140.534,0,-52.32,13.1,0.478,Cereal,Céréales,5.272486606513515,0,229800.0
1994,Graines de tournesol,Rendement,709.0,709.0,1,FAOSTAT,430.16,13.115,64.114,3.035,15.91,169.137,202.088,58.934,0,143.15,12.45,0.137,Cereal,Céréales,6.565264970035361,0,67700.0
1995,Graines de tournesol,Rendement,72.8,72.8,1,FAOSTAT,297.243,14.953,55.296,2.907,16.603,78.6,51.162,167.482,0,-116.32,13.44,0.563,Cereal,Céréales,4.301358731606427,0,63200.0
1996,Graines de tournesol,Rendement,561.7,561.7,1,FAOSTAT,669.184,14.255,64.967,3.245,15.087,62.522,388.663,218.0,0,170.66,11.57,0.326,Cereal,Céréales,6.332746626439233,0,95700.0
1997,Graines de tournesol,Rendement,710.0,710.0,1,FAOSTAT,587.881,14.616,61.819,3.128,16.752,51.87,340.956,195.055,0,145.9,12.33,0.332,Cereal,Céréales,6.566672429803241,0,99400.0
1998,Graines de tournesol,Rendement,607.3,607.3,1,FAOSTAT,432.473,14.624,62.534,3.167,16.692,123.931,235.301,73.241,0,162.06,12.49,0.169,Cereal,Céréales,6.41066818132666,0,101500.0
1999,Graines de tournesol,Rendement,431.5,431.5,1,FAOSTAT,298.853,14.335,54.214,3.03,17.566,11.988,216.853,70.012,0,146.84,13.58,0.234,Cereal,Céréales,6.069582326371934,0,78800.0
2000,Graines de tournesol,Rendement,476.2,476.2,1,FAOSTAT,312.059,14.384,57.312,3.083,16.639,132.316,72.534,107.21,0,-34.68,13.47,0.344,Cereal,Céréales,6.167935690223761,0,39900.0
2001,Graines de tournesol,Rendement,478.7,478.7,1,FAOSTAT,402.375,14.253,59.044,3.271,17.153,132.916,226.313,43.146,0,183.17,13.26,0.107,Cereal,Céréales,6.173160908508018,0,56400.0
2002,Graines de tournesol,Rendement,670.3,670.3,1,FAOSTAT,359.598,15.299,54.643,3.134,16.442,32.687,106.968,219.943,0,-112.98,13.21,0.612,Cereal,Céréales,6.509216130944706,0,49800.0
2003,Graines de tournesol,Rendement,875.7,875.7,1,FAOSTAT,484.168,14.717,61.203,3.134,16.604,196.974,161.894,125.3,0,36.59,12.7,0.259,Cereal,Céréales,6.77616485859454,0,103500.0
2004,Graines de tournesol,Rendement,786.3,786.3,1,FAOSTAT,485.95,13.705,63.601,3.144,15.871,176.432,150.206,159.312,0,-9.11,12.2,0.328,Cereal,Céréales,6.668609370190421,0,62600.0
2005,Graines de tournesol,Rendement,349.6,349.6,1,FAOSTAT,279.647,14.236,55.632,3.05,16.933,114.27,127.511,37.866,0,89.64,13.29,0.135,Cereal,Céréales,5.859645972487134,0,52000.0
2006,Graines de tournesol,Rendement,847.9,847.9,1,FAOSTAT,523.426,13.97,63.38,3.023,16.026,118.993,289.148,115.285,0,173.86,12.27,0.22,Cereal,Céréales,6.743941393743922,0,32600.0
2007,Graines de tournesol,Rendement,920.8,920.8,1,FAOSTAT,350.741,14.235,55.844,3.001,16.766,65.757,117.765,167.219,0,-49.45,13.09,0.477,Cereal,Céréales,6.826328280286408,0,36100.0
2008,Graines de tournesol,Rendement,1267.1,1267.1,1,FAOSTAT,347.611,14.552,56.06,3.14,17.094,120.62,163.261,63.73,0,99.53,13.08,0.183,Cereal,Céréales,7.145274996240854,0,25500.0
2009,Graines de tournesol,Rendement,1168.6,1168.6,1,FAOSTAT,727.062,12.624,69.383,3.218,16.169,243.041,369.3,114.721,0,254.58,11.5,0.158,Cereal,Céréales,7.064417088995514,0,43000.0
2010,Graines de tournesol,Rendement,957.1,957.1,1,FAOSTAT,729.237,15.204,63.091,3.416,16.153,43.465,499.208,186.564,0,312.64,12.01,0.256,Cereal,Céréales,6.864952156656828,0,62000.0
2011,Graines de tournesol,Rendement,1316.1,1316.1,1,FAOSTAT,707.072,14.302,63.12,3.264,16.107,215.29,218.061,273.722,0,-55.66,12.15,0.387,Cereal,Céréales,7.183187629005001,0,36570.0
2012,Graines de tournesol,Rendement,1518.6,1518.6,1,FAOSTAT,422.721,13.652,57.047,3.014,17.323,229.876,63.239,129.606,0,-66.37,12.92,0.307,Cereal,Céréales,7.326202421313471,0,11670.0
2013,Graines de tournesol,Rendement,1116.6,1116.6,1,FAOSTAT,656.219,13.618,64.528,3.26,16.664,260.937,160.552,234.73,0,-74.18,12.08,0.358,Cereal,Céréales,7.018938807942752,0,17006.0
2014,Graines de tournesol,Rendement,1309.6,1309.6,1,FAOSTAT,384.946,14.547,58.669,3.048,17.277,84.595,205.666,94.686,0,110.98,13.07,0.246,Cereal,Céréales,7.178240326605397,0,20898.0
2015,Graines de tournesol,Rendement,1417.9,1417.9,1,FAOSTAT,544.868,14.304,64.026,3.075,16.579,227.826,198.655,118.386,0,80.27,12.1,0.217,Cereal,Céréales,7.257637202513267,0,36941.0
2016,Graines de tournesol,Rendement,794.8,794.8,1,FAOSTAT,276.207,14.77,54.681,2.971,17.142,39.372,105.446,131.389,0,-25.94,13.22,0.476,Cereal,Céréales,6.6793478979928285,0,37943.0
2017,Graines de tournesol,Rendement,1257.7,1257.7,1,FAOSTAT,403.714,14.986,58.903,3.049,16.924,133.993,220.414,49.308,0,171.11,12.93,0.122,Cereal,Céréales,7.137834721297459,0,18918.0
2018,Graines de tournesol,Rendement,1732.2,1732.2,1,FAOSTAT,572.487,13.699,58.535,3.159,16.316,52.145,214.158,306.184,0,-92.03,12.42,0.535,Cereal,Céréales,7.4577246898657545,0,21708.0
2019,Graines de tournesol,Rendement,1326.4,1326.4,1,FAOSTAT,415.283,14.646,57.972,2.972,17.477,237.556,69.52,108.207,0,-38.69,13.05,0.261,Cereal,Céréales,7.190977420711825,0,22207.0
2020,Graines de tournesol,Rendement,1209.8,1209.8,1,FAOSTAT,422.473,15.222,56.525,2.988,17.107,76.263,87.204,259.006,0,-171.8,12.99,0.613,Cereal,Céréales,7.099036577147563,0,18513.0
2021,Graines de tournesol,Rendement,1510.6,1510.6,1,FAOSTAT,430.817,14.907,61.164,3.06,16.728,61.768,269.251,99.798,0,169.45,12.64,0.232,Cereal,Céréales,7.320923971475334,0,16286.0
2022,Graines de tournesol,Rendement,1146.2,1146.2,1,FAOSTAT,293.586,15.326,54.044,3.099,17.139,44.463,68.471,180.652,0,-112.18,13.42,0.615,Cereal,Céréales,7.045079469845356,0,26551.0
2023,Graines de tournesol,Rendement,1314.4,1314.4,1,FAOSTAT,265.903,16.624,51.763,3.099,17.048,40.35,169.051,56.503,0,112.55,13.43,0.212,Cereal,Céréales,7.181896080867251,0,24805.0
2024,Graines de tournesol,Rendement,1934.1,1934.1,1,FAOSTAT,249.722,16.773,48.494,3.22,17.259,52.395,89.958,107.368,0,-17.41,13.87,0.43,Cereal,Céréales,7.567914283715101,0,23520.0
1981,Haricots secs,Rendement,666.7,666.7,1,FAOSTAT,207.85,13.526,62.806,3.144,16.932,0.0,89.841,118.009,0,-28.17,12.24,0.568,Vegetable,Légumes,6.503838970863823,5,9000.0
1982,Haricots secs,Rendement,597.7,597.7,1,FAOSTAT,639.55,15.014,63.718,3.143,16.932,18.049,334.813,286.688,0,48.12,11.12,0.448,Vegetable,Légumes,6.394760637931307,5,8700.0
1983,Haricots secs,Rendement,597.7,597.7,1,FAOSTAT,395.584,13.932,63.178,3.134,16.932,98.726,214.64,82.218,0,132.42,11.42,0.208,Vegetable,Légumes,6.394760637931307,5,8700.0
1984,Haricots secs,Rendement,593.0,593.0,1,FAOSTAT,429.671,14.316,64.048,3.278,16.932,92.507,106.051,231.113,0,-125.06,11.3,0.538,Vegetable,Légumes,6.386879319362645,5,8600.0
1985,Haricots secs,Rendement,593.0,593.0,1,FAOSTAT,345.157,14.003,61.169,3.509,15.503,100.778,142.245,102.134,0,40.11,12.09,0.296,Vegetable,Légumes,6.386879319362645,5,8600.0
1986,Haricots secs,Rendement,595.2,595.2,1,FAOSTAT,398.702,14.194,64.362,3.331,15.407,65.846,190.182,142.674,0,47.51,11.27,0.358,Vegetable,Légumes,6.390576181243971,5,8400.0
1987,Haricots secs,Rendement,609.8,609.8,1,FAOSTAT,568.126,14.7,64.333,3.097,15.537,108.051,429.176,30.9,0,398.28,11.45,0.054,Vegetable,Légumes,6.414769573344477,5,8200.0
1988,Haricots secs,Rendement,607.1,607.1,1,FAOSTAT,519.946,14.001,69.14,3.161,15.244,164.498,254.066,101.382,0,152.68,10.8,0.195,Vegetable,Légumes,6.410339342126064,5,8400.0
1989,Haricots secs,Rendement,611.8,611.8,1,FAOSTAT,483.18,14.018,63.827,3.272,15.511,125.021,127.055,231.104,0,-104.05,11.43,0.478,Vegetable,Légumes,6.418038618426381,5,8500.0
1990,Haricots secs,Rendement,577.9,577.9,1,FAOSTAT,513.612,15.172,66.134,3.296,15.754,149.7,165.82,198.091,0,-32.27,11.29,0.386,Vegetable,Légumes,6.361129751084959,5,8726.0
1991,Haricots secs,Rendement,624.7,624.7,1,FAOSTAT,587.938,13.392,68.14,3.21,15.454,86.429,261.842,239.666,0,22.18,10.75,0.408,Vegetable,Légumes,6.438871023004318,5,5456.0
1992,Haricots secs,Rendement,622.5,622.5,1,FAOSTAT,350.537,14.182,60.924,3.253,16.086,62.519,77.242,210.776,0,-133.53,11.65,0.601,Vegetable,Légumes,6.435348765120091,5,7525.0
1993,Haricots secs,Rendement,604.4,604.4,1,FAOSTAT,325.934,13.528,61.792,3.161,15.765,75.593,84.392,165.948,0,-81.56,11.78,0.509,Vegetable,Légumes,6.405889396587618,5,9324.0
1994,Haricots secs,Rendement,611.8,611.8,1,FAOSTAT,465.895,13.497,67.75,3.25,15.68,180.194,227.509,58.192,0,169.32,11.25,0.125,Vegetable,Légumes,6.418038618426381,5,8500.0
1995,Haricots secs,Rendement,662.8,662.8,1,FAOSTAT,280.562,15.209,60.265,3.054,16.412,79.194,54.428,146.939,0,-92.51,12.23,0.524,Vegetable,Légumes,6.497980899285874,5,12101.0
1996,Haricots secs,Rendement,666.7,666.7,1,FAOSTAT,758.554,14.649,68.626,3.49,14.854,75.678,436.804,246.071,0,190.73,10.29,0.324,Vegetable,Légumes,6.503838970863823,5,12000.0
1997,Haricots secs,Rendement,644.2,644.2,1,FAOSTAT,667.946,14.927,66.489,3.337,16.399,53.72,417.781,196.445,0,221.34,11.13,0.294,Vegetable,Légumes,6.469560346251054,5,15156.0
1998,Haricots secs,Rendement,647.1,647.1,1,FAOSTAT,486.589,14.962,67.535,3.326,16.142,146.206,260.228,80.156,0,180.07,11.13,0.165,Vegetable,Légumes,6.474045005433671,5,17000.0
1999,Haricots secs,Rendement,614.3,614.3,1,FAOSTAT,315.518,14.534,59.866,3.176,17.201,13.4,236.68,65.438,0,171.24,12.26,0.207,Vegetable,Légumes,6.422109953746444,5,27450.0
2000,Haricots secs,Rendement,519.9,519.9,1,FAOSTAT,336.904,14.718,62.204,3.202,16.39,141.592,75.59,119.721,0,-44.13,12.15,0.355,Vegetable,Légumes,6.255558084751145,5,22600.0
2001,Haricots secs,Rendement,521.7,521.7,1,FAOSTAT,476.283,14.421,65.39,3.409,16.509,153.741,271.486,51.056,0,220.43,11.62,0.107,Vegetable,Légumes,6.259007685718876,5,23000.0
2002,Haricots secs,Rendement,619.7,619.7,1,FAOSTAT,414.682,15.467,60.553,3.274,16.087,35.69,135.279,243.712,0,-108.43,11.8,0.588,Vegetable,Légumes,6.430847873419607,5,20650.0
2003,Haricots secs,Rendement,700.0,700.0,1,FAOSTAT,569.938,14.854,66.989,3.327,16.073,252.55,190.353,127.035,0,63.32,11.18,0.223,Vegetable,Légumes,6.55250788703459,5,17000.0
2004,Haricots secs,Rendement,713.6,713.6,1,FAOSTAT,574.92,14.009,68.783,3.316,15.305,210.288,180.02,184.611,0,-4.59,10.71,0.321,Vegetable,Légumes,6.571722945589309,5,22000.0
2005,Haricots secs,Rendement,705.9,705.9,1,FAOSTAT,320.338,14.445,61.034,3.13,16.523,139.125,139.433,41.78,0,97.65,11.87,0.13,Vegetable,Légumes,6.5608892131769085,5,17000.0
2006,Haricots secs,Rendement,694.5,694.5,1,FAOSTAT,591.048,14.188,68.03,3.16,15.534,139.022,326.423,125.602,0,200.82,10.84,0.213,Vegetable,Légumes,6.544631011363498,5,19803.0
1989,Haricots verts,Rendement,5000.0,5000.0,1,FAOSTAT,483.18,14.018,63.827,3.272,15.511,125.021,127.055,231.104,0,-104.05,11.43,0.478,Vegetable,Légumes,8.517393171418904,5,800.0
1990,Haricots verts,Rendement,5000.0,5000.0,1,FAOSTAT,513.612,15.172,66.134,3.296,15.754,149.7,165.82,198.091,0,-32.27,11.29,0.386,Vegetable,Légumes,8.517393171418904,5,1200.0
1991,Haricots verts,Rendement,5000.0,5000.0,1,FAOSTAT,587.938,13.392,68.14,3.21,15.454,86.429,261.842,239.666,0,22.18,10.75,0.408,Vegetable,Légumes,8.517393171418904,5,1600.0
1992,Haricots verts,Rendement,5000.0,5000.0,1,FAOSTAT,350.537,14.182,60.924,3.253,16.086,62.519,77.242,210.776,0,-133.53,11.65,0.601,Vegetable,Légumes,8.517393171418904,5,2000.0
1993,Haricots verts,Rendement,5000.0,5000.0,1,FAOSTAT,325.934,13.528,61.792,3.161,15.765,75.593,84.392,165.948,0,-81.56,11.78,0.509,Vegetable,Légumes,8.517393171418904,5,2800.0
1994,Haricots verts,Rendement,5000.0,5000.0,1,FAOSTAT,465.895,13.497,67.75,3.25,15.68,180.194,227.509,58.192,0,169.32,11.25,0.125,Vegetable,Légumes,8.517393171418904,5,3400.0
1995,Haricots verts,Rendement,7142.9,7142.9,1,FAOSTAT,280.562,15.209,60.265,3.054,16.412,79.194,54.428,146.939,0,-92.51,12.23,0.524,Vegetable,Légumes,8.874014124698007,5,2800.0
1996,Haricots verts,Rendement,7586.2,7586.2,1,FAOSTAT,758.554,14.649,68.626,3.49,14.854,75.678,436.804,246.071,0,190.73,10.29,0.324,Vegetable,Légumes,8.934217895871086,5,2900.0
1997,Haricots verts,Rendement,11363.6,11363.6,1,FAOSTAT,667.946,14.927,66.489,3.337,16.399,53.72,417.781,196.445,0,221.34,11.13,0.294,Vegetable,Légumes,9.33825853989075,5,2200.0
1998,Haricots verts,Rendement,14210.5,14210.5,1,FAOSTAT,486.589,14.962,67.535,3.326,16.142,146.206,260.228,80.156,0,180.07,11.13,0.165,Vegetable,Légumes,9.561806774985303,5,1900.0
1999,Haricots verts,Rendement,17500.0,17500.0,1,FAOSTAT,315.518,14.534,59.866,3.176,17.201,13.4,236.68,65.438,0,171.24,12.26,0.207,Vegetable,Légumes,9.770013301136158,5,2000.0
2000,Haricots verts,Rendement,17437.3,17437.3,1,FAOSTAT,336.904,14.718,62.204,3.202,16.39,141.592,75.59,119.721,0,-44.13,12.15,0.355,Vegetable,Légumes,9.766424215647552,5,2122.0
2001,Haricots verts,Rendement,18181.8,18181.8,1,FAOSTAT,476.283,14.421,65.39,3.409,16.509,153.741,271.486,51.056,0,220.43,11.62,0.107,Vegetable,Légumes,9.808231371273855,5,2200.0
2002,Haricots verts,Rendement,19481.5,19481.5,1,FAOSTAT,414.682,15.467,60.553,3.274,16.087,35.69,135.279,243.712,0,-108.43,11.8,0.588,Vegetable,Légumes,9.877271905717716,5,2700.0
2003,Haricots verts,Rendement,20000.0,20000.0,1,FAOSTAT,569.938,14.854,66.989,3.327,16.073,252.55,190.353,127.035,0,63.32,11.18,0.223,Vegetable,Légumes,9.90353755128617,5,4500.0
2004,Haricots verts,Rendement,18181.8,18181.8,1,FAOSTAT,574.92,14.009,68.783,3.316,15.305,210.288,180.02,184.611,0,-4.59,10.71,0.321,Vegetable,Légumes,9.808231371273855,5,5500.0
2005,Haricots verts,Rendement,18333.3,18333.3,1,FAOSTAT,320.338,14.445,61.034,3.13,16.523,139.125,139.433,41.78,0,97.65,11.87,0.13,Vegetable,Légumes,9.816528901429193,5,6000.0
2006,Haricots verts,Rendement,19130.4,19130.4,1,FAOSTAT,591.048,14.188,68.03,3.16,15.534,139.022,326.423,125.602,0,200.82,10.84,0.213,Vegetable,Légumes,9.859086243237961,5,11500.0
2007,Haricots verts,Rendement,21666.9,21666.9,1,FAOSTAT,376.965,14.52,61.142,3.128,16.288,73.014,126.552,177.4,0,-50.85,11.77,0.471,Vegetable,Légumes,9.98358718166653,5,8630.0
2008,Haricots verts,Rendement,22380.8,22380.8,1,FAOSTAT,388.915,14.768,61.716,3.216,16.642,129.969,181.344,77.602,0,103.74,11.72,0.2,Vegetable,Légumes,10.016003407586105,5,8140.0
2009,Haricots verts,Rendement,23170.7,23170.7,1,FAOSTAT,792.893,13.068,72.971,3.394,15.61,278.477,392.396,122.02,0,270.38,10.11,0.154,Vegetable,Légumes,10.050686985472945,5,8200.0
2010,Haricots verts,Rendement,25546.8,25546.8,1,FAOSTAT,837.203,15.357,68.603,3.649,15.521,55.78,565.415,216.009,0,349.41,10.47,0.258,Vegetable,Légumes,10.148306486249398,5,8378.0
2011,Haricots verts,Rendement,20008.6,20008.6,1,FAOSTAT,819.836,14.552,68.435,3.41,15.686,286.134,249.177,284.525,0,-35.35,10.77,0.347,Vegetable,Légumes,9.903967437372978,5,6028.0
2012,Haricots verts,Rendement,23675.7,23675.7,1,FAOSTAT,472.634,13.888,62.874,3.145,16.943,263.14,67.301,142.193,0,-74.89,11.59,0.301,Vegetable,Légumes,10.07224672117859,5,5649.0
